Exported data,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Code,Player Name,Position,HidPos,Team,Price,Value,Status,Picked %,PickedTop 100 %,PickedTop 1000 %,Tot Pts,Tot Pts Percentile,PPG,PPG Percentile,PPM,PPM Percentile,T6,G6,PPG6,Min,Goals,Goals Percentile,Assists,Assists Percentile,Clean Sheets,CS Percentile,Goals Conceded,GC Percentile,Own Goals,OG Percentile,Penalty Saved,PS Percentile,Penalty Made,PM Percentile,Yellow,Yellow Percentile,Red,Red Percentile,Saves,Saves Percentile,Bonus Points,BP Percentile,BPS,BPS Percentile,Inf,Inf Percentile,Creat,Creat Percentile,Threat,Threat Percentile,ICT,ICT Percentile,Wk 27,Wk 26,Wk 25,Wk 24,Wk 23,Wk 22,Wk 21,Wk 20,Wk 19,Wk 18,Wk 17,Wk 16,Wk 15,Wk 14,Wk 13,Wk 12,Wk 11,Wk 10,Wk 9,Wk 8,Wk 7,Wk 6,Wk 5,Wk 4,Wk 3,Wk 2,Wk 1
153366,Reed,MID,3,Fulham,4.5,4.3,a,1,1,0.9,107,81%,2.9,70%,24.88,91%,14,7,2.00,2868,3,65%,4,76%,9,80%,44,91%,1,97%,0,0%,0,0%,5,78%,0,0%,0,0%,9,80%,409,80%,480.4,78%,495.6,80%,266,66%,124.2,73%,2,2,1,3,3,3,2,2,5,2,3,,1,3,6,10,1,1,1,10,,2,1,2,2,2,2
208706,Bruno Guimarães,MID,3,Newcastle United,5.8,5.5,a,2.9,1,1,107,81%,3.3,78%,19.45,83%,3,7,0.43,2727,4,72%,5,80%,12,94%,25,66%,0,0%,0,0%,0,0%,7,90%,0,0%,0,0%,5,67%,438,83%,617.6,88%,631.8,87%,284,68%,153.6,81%,2,1,,,,,3,1,2,2,6,3,7,3,2,6,3,15,4,2,,,,,1,3,3
165809,Bernardo,MID,3,Man City,6.3,6.7,a,5.9,1,0.2,106,80%,3.1,75%,15.82,72%,24,6,4.00,2196,4,72%,6,85%,7,73%,24,65%,0,0%,0,0%,0,0%,5,78%,0,0%,0,0%,9,80%,427,82%,492,79%,515,82%,424,78%,143.1,78%,3,6,,10,3,2,1,3,1,1,,2,1,3,9,,2,3,5,6,,3,6,9,13,1,1
172841,Benrahma,MID,3,West Ham,5.6,5.5,a,1.1,0,0,106,80%,3,73%,19.27,82%,24,6,4.00,2059,6,85%,3,69%,6,68%,32,75%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,5,67%,360,75%,510,80%,613.9,86%,653,90%,177.7,87%,8,1,10,1,2,2,3,1,1,2,7,2,7,2,8,1,4,,,1,,1,2,1,2,2,1
209243,Sancho,MID,3,Man United,6.7,7.1,a,3.3,5,2.6,105,80%,4,90%,14.79,70%,18,8,2.25,1683,6,85%,3,69%,13,96%,18,54%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,8,77%,375,76%,390.6,72%,543.9,83%,382,75%,131.7,76%,3,,,6,3,6,,,,,,,,,1,6,3,,2,,,2,10,3,10,1,2
80146,J.Ayew,MID,3,Crystal Palace,5.4,5.2,a,0.4,0,0,104,79%,2.7,67%,20.00,84%,12,6,2.00,2708,4,72%,3,69%,8,75%,41,88%,0,0%,0,0%,0,0%,5,78%,0,0%,0,0%,4,64%,332,72%,490.8,79%,465.5,79%,429,79%,138.7,77%,2,2,3,1,2,2,3,3,2,10,2,1,1,1,2,1,3,2,5,,,3,1,2,2,2,2
80607,Eriksen,MID,3,Man United,5.8,6.2,a,2.5,0,0,103,79%,3.7,84%,16.61,73%,0,7,0.00,2046,1,48%,9,93%,13,96%,25,66%,0,0%,0,0%,0,0%,3,65%,0,0%,0,0%,8,77%,426,82%,420.8,74%,564.3,84%,344,72%,132.8,76%,,,,,,,2,8,6,3,5,13,2,8,3,1,,2,5,,,4,3,3,2,2,2
152551,Lerma,MID,3,Crystal Palace,4.7,4.7,a,0.5,1,1.2,101,77%,2.7,67%,21.49,86%,15,6,2.50,3252,5,80%,0,0%,7,73%,67,100%,1,97%,0,0%,0,0%,7,90%,0,0%,0,0%,5,67%,500,89%,616.6,87%,293.6,64%,311,69%,122.1,73%,3,,7,1,2,2,2,2,2,2,2,3,1,2,1,2,7,2,2,2,,2,3,2,2,0,10
103955,Sterling,MID,3,Chelsea,6.9,9.7,d,3.4,2,1.3,101,77%,3.6,82%,10.41,56%,7,6,1.17,1886,6,85%,4,76%,5,63%,27,69%,0,0%,0,0%,0,0%,4,72%,0,0%,0,0%,9,80%,274,64%,388.2,71%,479.8,79%,603,88%,146.8,79%,,3,2,1,,1,,,1,9,6,,1,1,3,1,3,,2,,,2,8,15,1,5,3
215711,Bailey,MID,3,Aston Villa,5.7,4.3,a,2.7,64,66.6,100,76%,3,73%,23.26,88%,10,4,2.50,1964,4,72%,5,80%,8,75%,32,75%,0,0%,0,0%,0,0%,4,72%,0,0%,0,0%,6,72%,242,60%,334.2,66%,439.1,76%,532,86%,130.1,75%,2,1,3,1,1,2,3,12,2,3,2,0,7,2,13,0,2,,2,3,,8,2,1,5,1,2
215439,Soucek,MID,3,West Ham,4.9,5,a,0.6,3,1.9,100,76%,2.8,68%,20.00,84%,11,5,2.20,2811,2,60%,4,76%,8,75%,42,89%,0,0%,0,0%,0,0%,3,65%,0,0%,0,0%,6,72%,364,76%,565.6,83%,230.1,60%,472,82%,127.1,74%,2,1,3,2,2,1,1,1,2,1,2,2,2,1,6,2,2,2,3,2,,2,10,3,2,2,2
224024,Paquetá,MID,3,West Ham,6,5.9,a,0.9,0,0,98,76%,3.5,80%,16.61,73%,20,6,3.33,2154,4,72%,5,80%,6,68%,39,84%,0,0%,0,0%,0,0%,5,78%,0,0%,0,0%,8,77%,395,80%,496.8,80%,446.5,77%,473,82%,142,77%,4,2,3,,1,10,2,2,8,2,2,1,5,,,,2,8,3,2,,2,0,,,,
445044,Kulusevski,MID,3,Tottenham,6.8,7.8,a,3.6,3,6.7,96,76%,3.2,76%,12.31,64%,14,6,2.33,2062,2,60%,7,87%,8,75%,40,86%,0,0%,0,0%,0,0%,2,51%,0,0%,0,0%,5,67%,310,70%,409.2,73%,627.6,86%,514,84%,154.7,82%,1,2,3,3,2,3,3,11,,,2,5,4,,,,,,,5,,1,2,6,3,2,13
201658,Tavernier,MID,3,Bournemouth,5.4,4.7,i,0.2,0,0.1,94,75%,4.1,91%,20.00,84%,9,1,9.00,1740,5,80%,4,76%,5,63%,37,80%,0,0%,0,0%,0,0%,1,37%,0,0%,0,0%,12,89%,315,71%,459.8,76%,348.4,70%,436,79%,124.2,73%,,,,8,1,,,,,,,14,16,5,2,2,2,2,3,1,,2,3,2,2,2,3
180135,S.Longstaff,MID,3,Newcastle United,4.8,4.3,a,1,0,0.5,93,75%,2.8,68%,21.63,87%,17,2,8.50,2514,1,48%,5,80%,13,96%,18,54%,0,0%,0,0%,0,0%,2,51%,0,0%,0,0%,2,53%,347,73%,385.2,70%,372,72%,408,77%,116.8,72%,2,2,,2,5,6,3,3,3,3,3,2,2,3,5,3,3,2,7,1,,2,6,2,1,1,1
200600,Podence,MID,3,Wolverhampton,5.3,5.1,a,0.7,1,0.5,92,74%,2.9,70%,18.04,79%,5,3,1.67,1760,6,85%,1,44%,6,68%,31,73%,0,0%,0,0%,0,0%,5,78%,0,0%,0,0%,10,84%,249,61%,376,68%,512.8,81%,580,87%,146.8,79%,1,,2,1,,1,1,8,7,2,6,1,4,1,2,2,2,2,2,2,,11,1,1,1,2,10
172632,Gray,MID,3,Everton,5.3,5.1,a,0.6,0,0.8,91,74%,2.8,68%,17.84,78%,12,3,4.00,2501,4,72%,1,44%,7,73%,39,84%,0,0%,0,0%,0,0%,3,65%,0,0%,0,0%,4,64%,284,67%,410.4,73%,605.2,85%,670,91%,168.5,85%,3,6,2,,1,,2,5,7,9,1,2,2,3,2,2,2,2,2,3,,3,2,2,9,2,2
96994,De Cordova-Reid,MID,3,Fulham,5.3,5.4,a,0.1,0,0.1,90,73%,2.5,64%,16.67,74%,12,6,2.00,2473,4,72%,1,44%,8,75%,40,86%,0,0%,0,0%,0,0%,8,94%,0,0%,0,0%,3,61%,289,68%,365.2,67%,326.6,67%,508,84%,119.7,72%,2,1,1,3,3,2,2,2,5,2,9,1,,2,8,3,1,2,7,5,,1,2,1,8,3,1
122806,McGinn,MID,3,Aston Villa,5.4,5.1,a,0.6,0,0,90,73%,2.6,66%,17.65,77%,20,6,3.33,2692,1,48%,5,80%,10,86%,31,73%,0,0%,0,0%,0,0%,7,90%,0,0%,0,0%,3,61%,354,74%,375,68%,349.2,70%,326,71%,105.1,70%,2,3,12,2,1,,,,,6,2,4,1,1,1,2,2,1,3,3,,2,1,2,1,2,2
86417,Schlupp,MID,3,Crystal Palace,4.8,4.7,i,0.1,0,0,89,72%,2.6,66%,18.94,81%,17,3,5.67,2528,3,65%,2,57%,9,80%,38,81%,0,0%,0,0%,0,0%,7,90%,0,0%,0,0%,2,53%,324,72%,404.6,72%,257.6,62%,314,70%,97.9,67%,4,,3,2,2,6,3,6,1,3,2,1,2,3,0,2,3,2,1,,,3,3,2,1,2,2
61256,Casemiro,MID,3,Man United,5.3,4.9,a,2.4,0,0.6,87,72%,3.1,75%,17.76,78%,-1,8,-0.13,2122,4,72%,3,69%,10,86%,22,60%,0,0%,0,0%,0,0%,7,90%,2,100%,0,0%,10,84%,389,79%,638.6,89%,393,74%,278,67%,131.1,75%,-2,2,,,,-1,,7,10,2,8,2,2,3,10,2,2,5,1,,,1,1,1,,,
166989,Tielemans,MID,3,Aston Villa,5.6,6.1,a,1.2,0,0,86,72%,2.8,68%,14.10,69%,3,6,0.50,2341,3,65%,3,69%,6,68%,49,93%,0,0%,0,0%,1,97%,4,72%,0,0%,0,0%,6,72%,461,85%,512.2,80%,458.3,77%,190,57%,116.2,71%,,,1,1,,1,5,1,2,1,2,-1,11,2,8,2,3,2,3,7,,5,2,4,1,2,2
204580,Janelt,MID,3,Brentford,5.3,5.5,a,0.1,1,0.1,85,71%,2.4,63%,15.45,72%,14,6,2.33,2201,3,65%,1,44%,8,75%,28,70%,0,0%,0,0%,0,0%,3,65%,0,0%,0,0%,5,67%,357,74%,411.2,74%,246.1,61%,223,60%,88.1,65%,3,1,,7,2,1,1,3,2,1,8,2,0,2,2,3,3,1,3,2,,2,8,6,1,1,2
154296,Palhinha,MID,3,Fulham,5,4.9,a,0.3,0,0.1,83,71%,2.4,63%,16.94,76%,8,7,1.14,3108,3,65%,0,0%,9,80%,43,90%,1,97%,0,0%,0,0%,14,100%,0,0%,0,0%,5,67%,379,77%,560.4,83%,141.8,48%,336,72%,104.2,69%,,,1,2,3,2,1,2,4,10,3,2,2,3,2,3,2,2,,8,,1,2,1,6,2,2
184341,Mount,MID,3,Man United,6.8,7.2,d,3.4,15,16.1,82,70%,3.4,79%,11.39,61%,6,0,0.00,1644,3,65%,4,76%,8,75%,21,59%,0,0%,0,0%,0,0%,4,72%,0,0%,0,0%,8,77%,277,64%,331.4,65%,463.1,78%,376,75%,117.2,72%,,,0,2,1,3,3,3,4,2,10,2,2,2,2,3,15,12,1,,,1,5,1,2,2,3
467169,Antony,MID,3,Man United,6.8,7.3,d,3.4,0,0.9,82,70%,3.3,78%,11.23,60%,5,7,0.71,1803,4,72%,2,57%,12,94%,21,59%,0,0%,0,0%,0,0%,5,78%,0,0%,0,0%,4,64%,262,61%,322,65%,421,75%,633,89%,137.1,76%,3,1,,,,1,1,4,,3,3,,,,1,3,3,8,7,,,6,,,,,
183656,Dasilva,MID,3,Brentford,4.7,4.1,a,3.8,5,7.8,81,69%,2.2,58%,19.76,83%,9,5,1.80,1371,4,72%,2,57%,5,63%,17,53%,0,0%,0,0%,0,0%,1,37%,0,0%,0,0%,3,61%,274,64%,304.2,63%,206.1,56%,182,56%,69.2,57%,1,1,,3,1,3,1,6,1,8,1,4,2,2,1,1,1,1,1,2,,1,1,2,1,8,6
465351,Matheus N.,MID,3,Wolverhampton,4.7,4.8,a,0.1,1,0.2,80,68%,2.4,63%,16.67,74%,16,6,2.67,2467,1,48%,1,44%,11,91%,38,81%,0,0%,0,0%,0,0%,2,51%,1,96%,0,0%,5,67%,338,72%,370.2,68%,405,74%,310,69%,108.6,70%,1,3,5,2,2,3,2,3,2,2,1,1,,1,2,1,3,2,2,1,,9,3,2,2,,
486672,Caicedo,MID,3,Chelsea,4.5,5,a,0.4,0,0.2,79,68%,2.1,56%,15.80,72%,10,9,1.11,3138,1,48%,1,44%,10,86%,47,92%,0,0%,0,0%,0,0%,10,98%,0,0%,0,0%,0,0%,503,89%,582.2,84%,668.6,88%,210,59%,146.3,79%,3,3,,2,2,0,2,3,5,,1,1,2,2,1,2,1,2,2,,,7,2,3,3,3,2
85955,Jorginho,MID,3,Arsenal,5.3,5.7,a,1.9,17,11.8,79,68%,2.5,64%,13.86,68%,12,6,2.00,2127,2,60%,2,57%,9,80%,23,62%,0,0%,0,0%,0,0%,4,72%,0,0%,0,0%,5,67%,379,77%,386.4,71%,254.1,62%,97,46%,73.9,59%,,,4,5,2,1,3,2,1,2,3,1,2,,8,3,1,2,1,,,1,2,2,2,2,11
114243,Murphy,MID,3,Newcastle United,4.8,4.2,a,3.2,1,1.3,78,67%,2.2,58%,18.57,80%,6,5,1.20,1230,4,72%,2,57%,3,49%,12,44%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,2,53%,240,60%,275,60%,302.5,65%,410,77%,98.9,68%,2,1,,1,1,1,1,1,1,1,1,1,6,1,1,3,1,8,2,1,,1,1,1,1,1,1
449871,Onana,MID,3,Everton,4.7,4.7,a,0.1,0,0,77,67%,2.3,61%,16.38,73%,15,5,3.00,2486,1,48%,3,69%,9,80%,37,80%,0,0%,0,0%,0,0%,9,97%,0,0%,0,0%,2,53%,300,69%,347.2,67%,295.1,64%,280,68%,92,66%,3,2,3,3,2,2,2,9,,1,2,2,2,2,3,2,2,1,5,3,,2,2,3,0,4,
121599,A.Doucouré,MID,3,Everton,5.5,5.3,a,0.2,1,0.2,76,66%,3,73%,14.34,69%,23,6,3.83,1527,5,80%,2,57%,4,56%,27,69%,0,0%,0,0%,0,0%,6,86%,1,96%,0,0%,10,84%,263,62%,315.8,64%,261.2,63%,229,62%,80.3,62%,5,9,3,2,1,3,,,0,1,1,1,1,,1,,,,1,1,,,,,,1,2
438464,C.Doucouré,MID,3,Crystal Palace,4.9,5,a,0.1,1,0.4,74,66%,2.2,58%,14.80,71%,11,5,2.20,2770,0,0%,3,69%,7,73%,41,88%,0,0%,0,0%,0,0%,8,94%,1,96%,0,0%,3,61%,411,81%,471.4,77%,345.8,69%,157,53%,97.6,66%,0,-1,3,2,1,6,2,3,2,3,2,2,2,,,1,0,1,2,,,3,6,2,2,2,2
217593,Fornals,MID,3,West Ham,4.6,4.9,a,0.3,1,0.1,71,64%,2.2,58%,14.49,70%,8,6,1.33,1493,3,65%,1,44%,1,35%,28,70%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,6,72%,282,66%,226.6,54%,281,64%,182,56%,68.7,57%,1,1,4,1,,1,,2,2,,1,1,1,1,1,2,,2,1,2,,2,2,11,2,2,2
202993,Bentancur,MID,3,Tottenham,5.4,5.3,i,0.3,1,0.4,71,64%,3.9,88%,13.40,67%,8,0,0.00,1501,5,80%,2,57%,6,68%,24,65%,0,0%,0,0%,0,0%,8,94%,0,0%,0,0%,7,75%,342,73%,489.6,78%,180.2,54%,236,63%,90.7,65%,,,,,6,2,2,2,,,,14,2,8,1,2,5,3,2,12,,1,,3,3,2,1
128295,Nørgaard,MID,3,Brentford,5.3,5.3,i,0.2,0,0,71,64%,3.2,76%,13.40,67%,24,0,0.00,1763,1,48%,6,85%,6,68%,23,62%,0,0%,0,0%,0,0%,6,86%,0,0%,0,0%,6,72%,309,70%,379.2,69%,173.7,52%,269,67%,82.3,63%,9,7,,1,4,3,3,3,5,6,6,1,,,,,,,,,,,,2,8,3,2
116643,Fabinho,MID,3,Liverpool,5,5.2,a,0.8,0,0.4,70,64%,1.9,48%,13.46,68%,11,7,1.57,2666,0,0%,2,57%,11,91%,34,76%,0,0%,0,0%,0,0%,11,99%,0,0%,0,0%,0,0%,394,79%,379.2,69%,302,65%,109,48%,79,61%,2,2,2,2,3,,1,2,2,,2,2,2,2,2,1,2,1,2,,,2,2,3,1,2,1
232826,Gordon,MID,3,Newcastle United,6.1,5.1,a,0.9,0,0.1,68,63%,2.1,56%,13.33,66%,4,7,0.57,1574,4,72%,0,0%,4,56%,18,54%,0,0%,0,0%,0,0%,7,90%,0,0%,0,0%,5,67%,186,53%,265.6,58%,215.3,58%,517,85%,99.8,68%,,2,,1,0,1,,1,,,2,1,1,3,8,1,,1,1,2,,3,8,6,1,2,2
153682,Wilson,MID,3,Fulham,5.3,5.7,a,0.2,0,0,68,63%,2.3,61%,11.93,62%,7,7,1.00,1085,2,60%,5,80%,2,44%,15,51%,0,0%,0,0%,0,0%,1,37%,0,0%,0,0%,2,53%,215,57%,209.2,53%,182.1,55%,173,55%,56.4,54%,1,1,1,3,1,0,1,1,2,,1,1,5,1,2,1,1,1,,,,,,,,,
170137,Saint-Maximin,MID,3,Newcastle United,6,6.1,a,3.1,0,0.5,66,62%,2.6,66%,10.82,59%,10,5,2.00,1109,1,48%,6,85%,4,56%,14,48%,0,0%,0,0%,0,0%,1,37%,0,0%,0,0%,4,64%,240,60%,266.4,59%,344.1,69%,370,74%,98.2,67%,3,1,,2,2,2,1,1,1,1,1,,4,1,,,,1,,,,,,9,13,2,3
159533,Adama,MID,3,Fulham,4.9,5.3,a,0.2,0,0,66,62%,1.9,48%,12.45,64%,19,6,3.17,1477,2,60%,4,76%,2,44%,30,72%,0,0%,0,0%,0,0%,2,51%,0,0%,0,0%,0,0%,228,59%,253.6,56%,370,72%,258,65%,87.9,64%,1,6,2,2,4,4,1,1,1,1,1,2,1,2,2,6,6,2,2,,,1,1,,1,1,
232787,Gallagher,MID,3,Chelsea,5.4,5.6,a,0.7,0,0,66,62%,1.9,48%,11.79,62%,5,7,0.71,1608,3,65%,1,44%,4,56%,23,62%,0,0%,0,0%,0,0%,9,97%,1,96%,0,0%,7,75%,279,65%,379.8,70%,343.5,68%,321,71%,104.3,69%,1,0,,1,1,2,3,2,2,0,1,2,0,5,,1,1,3,8,,,1,,-2,2,1,1
158499,Christie,MID,3,Bournemouth,5,5.3,a,0.1,0,0,64,61%,2,51%,12.08,63%,3,6,0.50,1825,1,48%,2,57%,3,49%,35,77%,0,0%,0,0%,0,0%,2,51%,0,0%,0,0%,2,53%,225,58%,282,61%,421.7,76%,400,76%,110.5,71%,1,1,,,,1,2,2,2,1,1,1,,,1,2,2,9,1,1,,2,3,1,1,2,1
444884,Elliott,MID,3,Liverpool,4.8,4.8,a,0.5,2,0.5,62,60%,1.9,48%,12.92,65%,14,5,2.80,1600,1,48%,2,57%,5,63%,20,58%,0,0%,0,0%,0,0%,2,51%,0,0%,0,0%,2,53%,286,67%,257,58%,372.3,72%,363,73%,99.4,68%,1,6,4,1,1,1,3,1,0,2,1,5,2,1,2,1,3,1,1,,,3,2,6,2,4,1
244731,Luis Díaz,MID,3,Liverpool,7.5,7.8,a,6.6,18,24.9,62,60%,3.6,82%,7.95,50%,0,7,0.00,991,4,72%,2,57%,4,56%,11,42%,0,0%,0,0%,0,0%,2,51%,0,0%,0,0%,7,75%,166,51%,236.2,55%,176.7,53%,388,76%,80.1,62%,,,,,,,,,,,,,,,,,,3,4,,,3,2,14,2,9,2
101582,Fred,MID,3,Man United,5,5.1,a,0.5,0,0.6,62,60%,1.8,44%,12.16,63%,12,8,1.50,1228,2,60%,3,69%,4,56%,22,60%,0,0%,0,0%,0,0%,6,86%,0,0%,0,0%,2,53%,272,63%,282.2,61%,335.9,68%,213,60%,83,64%,1,1,,4,2,4,1,2,1,0,6,,,1,0,10,3,,4,,,1,1,0,1,1,1
444180,Anthony,MID,3,Bournemouth,4.9,5.2,a,0.1,0,0,61,60%,2,51%,11.73,61%,10,5,2.00,1241,3,65%,1,44%,2,44%,29,72%,0,0%,0,0%,0,0%,2,51%,0,0%,0,0%,4,64%,193,55%,299.4,63%,209.1,57%,263,65%,77.2,60%,2,1,1,1,2,3,10,2,2,1,1,6,,1,1,,1,1,,1,,7,1,2,1,,
184754,Hwang Hee-Chan,MID,3,Wolverhampton,5.5,5.7,a,0.2,0,0,60,59%,2.2,58%,10.53,57%,10,6,1.67,1117,3,65%,2,57%,3,49%,18,54%,0,0%,0,0%,0,0%,1,37%,0,0%,0,0%,3,61%,156,49%,194,51%,138.8,48%,242,64%,57.5,54%,6,,,,,4,1,3,0,2,1,,2,,1,1,1,1,,1,,1,,1,1,1,5
514356,Lavia,MID,3,Chelsea,4.9,4.5,a,0.2,0,0.4,57,58%,2,51%,12.67,65%,13,6,2.17,2219,1,48%,1,44%,4,56%,50,94%,0,0%,0,0%,0,0%,9,97%,0,0%,0,0%,0,0%,317,71%,344.8,66%,247.1,61%,46,36%,64.2,56%,4,3,1,2,2,1,3,1,2,1,,2,0,,,,,,,,,,6,2,1,2,2
89076,Freuler,MID,3,Nottingham Forest,4.9,4.9,a,0,0,0,54,57%,1.9,48%,11.02,60%,13,0,0.00,2157,0,0%,0,0%,6,68%,47,92%,0,0%,0,0%,0,0%,4,72%,0,0%,0,0%,0,0%,267,63%,272.2,60%,174.7,53%,54,39%,50.3,52%,2,2,2,2,2,3,2,3,2,2,2,3,2,2,2,2,2,2,1,2,,,2,1,,,
204968,Yates,MID,3,Nottingham Forest,4.8,5,a,0,0,0,53,56%,2,51%,10.60,57%,5,5,1.00,1833,0,0%,3,69%,5,63%,36,80%,0,0%,0,0%,0,0%,5,78%,0,0%,0,0%,0,0%,177,52%,206.8,53%,97.3,42%,233,62%,53.1,53%,1,4,,,,,1,1,3,1,2,2,1,2,3,3,2,1,1,5,,2,2,2,4,,
76357,Cairney,MID,3,Fulham,4.9,4.7,a,0.1,0,0,53,56%,1.6,40%,11.28,60%,1,7,0.14,968,2,60%,1,44%,1,35%,13,47%,0,0%,0,0%,0,0%,2,51%,0,0%,0,0%,2,53%,217,58%,189.2,50%,228.2,59%,204,58%,62.4,56%,,,,,,1,1,1,1,1,1,5,1,1,1,1,1,1,1,1,,1,1,1,1,1,1
224995,Sinisterra,MID,3,Bournemouth,5.5,6.5,i,0.2,0,0.1,53,56%,2.8,68%,8.15,50%,3,1,3.00,863,5,80%,0,0%,0,0%,23,62%,0,0%,0,0%,0,0%,1,37%,1,96%,0,0%,6,72%,173,52%,242.8,56%,157.7,51%,305,68%,70.6,58%,1,,,,,2,1,,,,,,,,2,2,2,,-2,,,5,10,1,1,1,
91651,Kovacic,MID,3,Man City,4.7,4.9,d,0.3,2,1,53,56%,2,51%,10.82,59%,13,4,3.25,1699,1,48%,2,57%,4,56%,25,66%,0,0%,0,0%,0,0%,8,94%,0,0%,0,0%,2,53%,289,68%,294.2,62%,363.8,71%,114,50%,77.5,60%,9,3,,1,,,,1,3,1,,2,1,1,1,3,3,4,1,,,2,1,1,,,
206915,Jones,MID,3,Liverpool,4.9,4.9,a,0.4,0,0,52,55%,2.9,70%,10.61,58%,1,7,0.14,1029,3,65%,1,44%,4,56%,15,51%,0,0%,0,0%,0,0%,2,51%,0,0%,0,0%,4,64%,206,57%,266.2,59%,214.4,57%,236,63%,71.6,59%,,1,,,,,0,,1,,,,1,1,2,1,,,,,,,,,,,
155408,L. Cook,MID,3,Bournemouth,5,4.9,a,0.1,0,0,51,55%,1.8,44%,10.41,56%,2,4,0.50,1712,0,0%,2,57%,3,49%,39,84%,0,0%,0,0%,0,0%,4,72%,0,0%,0,0%,1,50%,280,65%,313,64%,352.5,71%,45,36%,71.2,58%,1,1,,,,,,1,2,2,2,5,2,1,2,2,2,2,3,2,,6,3,2,1,2,1
179519,Mangala,MID,3,Nottingham Forest,5,4.9,a,0,0,0,50,54%,1.9,48%,10.20,56%,4,6,0.67,1543,1,48%,1,44%,5,63%,24,65%,0,0%,0,0%,0,0%,3,65%,0,0%,0,0%,0,0%,190,55%,191.4,51%,61.6,35%,75,44%,32.8,44%,1,,,1,1,1,1,3,1,2,1,,,,1,3,1,,1,,,,,,1,3,1
513046,Danilo,MID,3,Nottingham Forest,5.3,4.5,d,0.2,0,0,48,54%,3.7,84%,10.67,58%,1,5,0.20,976,3,65%,2,57%,1,35%,18,54%,0,0%,0,0%,0,0%,1,37%,0,0%,0,0%,5,67%,178,53%,253.8,57%,108.1,44%,113,49%,47.1,50%,,,,1,,0,1,,,,,,,,,,,,,,,,,,,,
39155,Lallana,MID,3,B & H Albion,4.9,4.8,i,0.1,1,0.2,47,53%,2.9,70%,9.79,55%,0,0,0.00,717,2,60%,1,44%,5,63%,10,40%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,4,64%,146,48%,144.2,48%,186.7,56%,152,52%,48.5,51%,,,,,,,1,3,1,2,9,1,13,2,1,3,1,1,1,,,,,,3,3,2
200785,Adams,MID,3,Bournemouth,4.9,4.9,i,0.1,0,0.3,47,53%,2,51%,9.59,54%,13,0,0.00,2156,0,0%,0,0%,5,63%,36,80%,0,0%,0,0%,0,0%,4,72%,1,96%,0,0%,1,50%,290,68%,393.6,72%,328.9,68%,24,31%,74.9,60%,2,2,3,1,2,3,3,2,3,3,,-1,2,2,,2,2,2,3,,,2,1,2,3,2,1
235674,Solomon,MID,3,Tottenham,5.1,4.9,a,0.1,0,0,44,52%,2.3,61%,8.98,52%,29,7,4.14,560,4,72%,0,0%,0,0%,11,42%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,1,50%,156,49%,214.8,54%,86,40%,107,48%,40.8,46%,2,7,7,6,6,1,1,,1,,,,,,,,,,,,,,,,,,1
226944,Kamara,MID,3,Aston Villa,5,4.8,a,0.1,0,0,44,52%,1.8,44%,9.17,52%,10,4,2.50,1773,0,0%,1,44%,3,49%,30,72%,0,0%,0,0%,0,0%,4,72%,0,0%,0,0%,0,0%,235,59%,275.8,60%,123.4,46%,39,35%,43.9,48%,,1,3,2,2,2,3,4,2,3,2,1,1,,,,,,,1,,2,2,1,2,2,2
209042,Skipp,MID,3,Tottenham,4.5,4.3,a,0.1,0,0.1,43,52%,1.9,48%,10.00,55%,14,6,2.33,1489,1,48%,0,0%,4,56%,28,70%,0,0%,0,0%,0,0%,7,90%,0,0%,0,0%,1,50%,199,56%,198.2,52%,146.1,49%,52,39%,39.8,46%,1,2,9,2,,,,,2,1,,,,1,1,1,1,1,1,,,,,,,,
15157,Milner,MID,3,Brighton,4.8,4.4,a,0.6,2,1.4,42,50%,1.4,34%,9.55,54%,9,7,1.29,889,0,0%,1,44%,3,49%,12,44%,0,0%,0,0%,0,0%,2,51%,0,0%,0,0%,0,0%,187,54%,172.8,50%,207.2,56%,92,46%,47.2,50%,1,1,4,1,1,1,2,,,,,1,,1,2,1,3,,1,,,1,1,1,2,5,1
448047,Enzo,MID,3,Chelsea,4.8,5,a,0.8,0,0.2,42,50%,2.3,61%,8.40,51%,21,7,3.00,1547,0,0%,2,57%,3,49%,25,66%,0,0%,0,0%,0,0%,3,65%,0,0%,0,0%,1,50%,265,62%,298.2,62%,307.3,66%,64,42%,67.1,56%,5,3,2,2,6,3,,,,,,,,,,,,,,,,,,,,,
200641,Nelson,MID,3,Arsenal,4.8,4.7,d,0,0,0,42,50%,3.8,87%,8.94,52%,12,5,2.40,202,3,65%,3,69%,1,35%,3,30%,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,5,67%,127,45%,169.8,49%,99.2,43%,155,52%,42.4,47%,1,11,,,,,,,,,,1,,19,,,,,,,,,,,,,
